Video ID,Video Title,Published Date,Published Time,Views Count,Comments Count,Likes Count,Hashtags,Is Private
7XFSkk-FtYw,Fox Cricket: Behind the Scenes,2018-11-07,00:47:49Z,24315,13,423,"['fox sports', 'australia', 'sports', 'cricket', 'Foxcricket', 'summer']",False
W_1bpHPMa2A,"2 Nations, 1 Obsession",2018-11-20,06:26:15Z,21164,40,462,"['fox sports', 'australia', 'sports', 'cricket', 'India', 'foxcricket']",False
n3wBE22Kuvc,Would You Rather...? with Mitchell Starc and Alyssa Healy,2018-12-28,00:16:32Z,1298832,431,21341,"['fox sports', 'australia', 'sports', 'comedy', 'wouldyourather', 'cricket', 'starc', 'healy']",False
udPy-hc7XPI,Steve Smith | The Cricket Tragic,2019-04-10,22:00:04Z,163450,316,3465,"['fox sports', 'australia', 'sports', 'cricket', 'steve smith', 'south africa', 'india', 'ball tampering', 'smith', 'cricket tragic', 'test', 'tests', 'test match', 'test cricket']",False
HdVgr5F7AtQ,The Gilded Age of Indian Cricket | Cricket Empire | Part 1,2019-05-03,05:10:35Z,14429,7,244,"['fox sports', 'australia', 'sports', 'india', 'cricket', 'india cricket', 'indian cricket', 'cricket india', 'documentary', 'doco', 'sport', 'cricket nation']",False
Z6-drL_ozN8,Jalandhar | Cricket Empire | Part 3,2019-05-21,06:30:01Z,65446,44,1126,"['fox sports', 'australia', 'sports', 'cricket', 'india', 'icc', 'cricket india', 'cricket world cup', 'cwc', 'cwc19', 'ipl']",False
izrnPjwLrS8,Cricket Club of India | Cricket Empire | Part 4,2019-05-28,09:30:04Z,7204,6,157,"['fox sports', 'australia', 'sports', 'cricket', 'india', 'icc', 'cricket world cup', 'world cup', 'cricket club', 'fox cricket', 'cricket empire', 'india cricket empire']",False
AI-_eoUVeHw,Alyssa Healy: The Team Sledger | The Cricket Tragic,2019-07-12,06:11:03Z,27481,4,445,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'bbl', 'big bash', 'big bash league', 'wbbl', 'Tests', 'ODI', 'ODIs', 'cricket tragic', 'southern stars', 'alyssa healy', 'healy']",False
GqPRxZBj0RY,Nic Maddinson | Fox Cricket Features,2019-07-12,05:41:46Z,22999,20,358,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'bbl', 'big bash', 'big bash league', 'wbbl', 'Tests', 'ODI', 'ODIs', 'nic maddinson', 'maddinson', 'rabada']",False
I22_uGyb194,Marcus Stoinis | Fox Cricket Features,2019-07-12,05:01:10Z,98308,69,2016,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'bbl', 'big bash', 'big bash league', 'wbbl', 'Tests', 'ODI', 'ODIs', 'marcus stoinis', 'stoinis', 'marcus', 'feature', 'perth', 'hale', 'hale school']",False
j0a1R0-bFC0,Australia captain Meg Lanning on retaining the Ashes | The Back Page,2019-08-14,04:12:07Z,3650,14,80,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'bbl', 'big bash', 'big bash league', 'wbbl', 'Tests', 'ODI', 'ODIs', 'test match', 'tests', 'test', 'Meg Lanning', 'Lanning', 'The Back Page']",False
dj5qc6tVUn8,Headingley - The One That Got Away | The Back Page,2019-08-28,09:00:15Z,202505,236,2131,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'bbl', 'big bash', 'big bash league', 'wbbl', 'Tests', 'ODI', 'ODIs', 'test match', 'tests', 'test', 'The Back Page', 'Nathan Lyon', 'Ben Stokes', 'Tim Paine', 'Marcus Harris']",False
H_B1lweQ8sI,Australia retain the Ashes | The Back Page,2019-09-11,03:29:42Z,12337,24,259,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'bbl', 'big bash', 'big bash league', 'wbbl', 'Tests', 'ODI', 'ODIs', 'test match', 'tests', 'test', 'The Back Page', 'Ben Stokes', 'Nathan Lyon', 'ashes']",False
o_qTJi4Rk8Q,Get ready for a big summer on Fox Cricket,2019-09-20,12:41:54Z,6337,12,150,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'bbl', 'big bash', 'big bash league', 'wbbl', 'Tests', 'ODI', 'ODIs']",False
o9x7WXncDYo,The Aussie WBBL stars give their top picks this summer | The Blast,2019-10-21,02:53:37Z,2804,2,52,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'bbl', 'big bash', 'big bash league', 'wbbl', 'Tests', 'ODI', 'ODIs', 'cricket tragic', 'southern stars', 'alyssa healy', 'healy', 'Ellyse Perry', 'Perry', 'Womens']",False
Z4_S3SSh-wM,Top 5 botched unmissable run outs | The Back Page,2019-10-23,23:21:56Z,245332,106,4601,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'ODI', 'ODIs', 'The Back Page', 'IPL', 'Kane Richardson', 'T20', 'T20 Cricket']",False
XKDi2ekNa8A,Kerry O'Keeffe at his finest | Skullduggery,2019-10-25,03:56:03Z,1462922,542,10745,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'skull', ""kerry o'keeffe"", 'skullduggery']",False
9C8-QEP4vgU,Sophie Molineux's Dream Ashes Debut | The Blast,2019-10-27,21:00:00Z,5752,2,67,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'skull', ""kerry o'keeffe"", 'skullduggery', 'WBBL', 'WBBL|05', 'WBBL 05', 'Big Bash', 'Mel Jones', 'Sophie Molineux', 'Molineux']",False
8rU_klL2dDY,Boundary blunder from ball kids | The Blast,2019-10-27,07:54:57Z,1700,3,31,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'skull', ""kerry o'keeffe"", 'skullduggery', 'WBBL', 'WBBL|05', 'WBBL 05', 'Big Bash', 'Mel Jones']",False
Ul7apVJd6kg,Grace Harris: One of the great characters in the women's game | The Cricket Tragic,2019-11-01,02:36:03Z,5288,5,69,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'bbl', 'big bash', 'big bash league', 'wbbl', 'Tests', 'ODI', 'ODIs']",False
aCUAdqffJZ8,The Heat v Sixers rivalry | The Blast,2019-11-10,07:50:40Z,809,1,17,"['WBBL', 'Brisbane Heat', 'Sydney Sixers', 'Jess Jonassen', 'Erin Burns', 'rivalry', 'Fox Cricket', 'The Blast']",False
q9qd9_-aRfg,Red Dirt and Killer Whales | The Cricket Tragic,2019-11-13,06:40:14Z,1843,0,36,"['cricket', 'fox cricket', 'Quilpie', 'fox sports australia', 'fox sports aus', 'grassroots cricket', 'grassroots']",False
wnYiwCpx0io,Brad Haddin on rooming with Steve Smith | The Back Page,2019-11-13,05:46:32Z,7760,10,158,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'bbl', 'big bash', 'big bash league', 'wbbl', 'Tests', 'ODI', 'ODIs', 'test match', 'tests', 'test', 'The Back Page', 'ashes', 'celebrations', 'ashes celebrations', 'Steve Smith', 'steve smith', 'smith', 'batsman', 'hotel', 'room', 'brad haddin']",False
blJl8nfTP3w,An Over with Rachael Haynes | The Blast,2019-11-18,09:03:57Z,4052,0,87,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'bbl', 'big bash', 'big bash league', 'wbbl', 'Tests', 'ODI', 'ODIs', 'Sydney Thunder', 'The Blast']",False
5-1dQRXBzOE,Who don't you want to room with on tour? | The Blast,2019-11-18,23:55:59Z,12771,6,223,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'bbl', 'big bash', 'big bash league', 'wbbl', 'Tests', 'ODI', 'ODIs', 'Meg Lanning', 'The Blast']",False
gmised-Wl8U,Hilarious mic'd up exchange | Marsh Cup,2019-11-19,06:50:25Z,17795,6,413,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'bbl', 'big bash', 'big bash league', 'wbbl', 'Tests', 'ODI', 'ODIs']",False
ou2KYhXJpts,Meg Lanning on closing out tight matches | The Blast,2019-11-19,00:14:26Z,1481,0,27,"['WBBL', 'Fox Cricket', 'The Blast', 'Fox Sports', 'Fox Sports Australia', 'Meg Lanning', 'closing out tight matches', 'Perth Scorchers', 'Melbourne Renegades', 'Molly Strano']",False
SQfEWmpSPd8,Australia v Pakistan 1st Test preview | The Back Page,2019-11-20,03:54:07Z,84496,207,1784,"['Fox Sports', 'Australia', '1st Test', 'Pakistan', 'Brisbane', 'The Gabba']",False
KQGxaEdCIBw,"Ellyse Perry talks Sixers, meeting fans and more | The Back Page",2019-11-20,03:43:29Z,8516,17,180,"['Fox Sports Australia', 'Fox Cricket', 'Ellyse Perry', 'shoulder', 'injury', 'WBBL', 'WBBL05', 'Sydney Sixers', 'The Back Page']",False
3Gq2XHJK858,Pat Cummins on role in Australian team | Cricket 360,2019-11-21,22:24:21Z,3198,3,80,[],False
hGA3jjRSCBo,Was John Howard sabotaged? | The Big Break,2019-11-21,02:48:58Z,17399,18,106,"['Australia', 'Pakistan', 'John Howard', 'Prime Minister', 'sabotage', 'isa guha', ""Kerry O'Keeffe"", 'Wasim Akram', 'Fox Cricket', 'Fox Sports Australia']",False
FWPBAON31tQ,Michael Vaughan on incident at the Gabba | Cricket 360,2019-11-21,22:44:15Z,7988,1,138,"['michael vaughan', 'vaughan', 'cricket', 'fox cricket', 'australia', 'pakistan', 'fox sports aus', 'fox sports australia', 'ausvpak']",False
5Z8-3beqjIc,Life and Times of Darren Lehmann | Come in Spinner,2019-11-23,09:10:06Z,28229,16,391,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'bbl', 'big bash', 'big bash league', 'wbbl', 'Tests', 'ODI', 'ODIs', 'Darren Lehmann', 'Come in Spinner']",False
VIwsNaWizjU,Interview with the man who actually said 'he can't bowl and he can't throw' | Come in Spinner,2019-11-23,08:49:06Z,75892,83,807,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'bbl', 'big bash', 'big bash league', 'wbbl', 'Tests', 'ODI', 'ODIs', ""Can't bowl and can't throw""]",False
PL81ljrFG6c,The Big Break Battle: Ashes Edition,2019-11-24,03:08:55Z,31795,15,492,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'bbl', 'big bash', 'big bash league', 'wbbl', 'Tests', 'ODI', 'ODIs']",False
zbhT60X3RgY,Who has the better hair? | The Big Break,2019-11-24,03:03:53Z,2469,0,32,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'bbl', 'big bash', 'big bash league', 'wbbl', 'Tests', 'ODI', 'ODIs']",False
3JmpKjp6Fbo,Waqar Younis and Wasim Akram on playing together | Cricket 360,2019-11-25,04:44:06Z,160669,259,3131,"['cricket', 'fox cricket', 'australia', 'pakistan', 'ausvpak', 'cricket 360', 'fox sports australia', 'Waqar Younis', 'Wasim Akram']",False
9V7SprQEyVU,Megan Barnard has breaky with the 'Smash Sisters' | The Blast,2019-11-25,02:27:09Z,5840,3,56,"['cricket', 'fox sports', 'WBBL', 'BBL', 'sports', 'australia', 'The Blast', 'Fox Cricket']",False
feYjR22rPOE,Usman Khawaja's dig at Warne's criticism | The Back Page,2019-11-26,23:35:40Z,35235,78,573,"['Shane Warne', 'Usman Khawaja', 'The Back Page', 'Marsh Cup', 'coin toss', 'Final']",False
bm9Pfcw2A1w,"Laugh with Kerry | Every ball live, all in one place on Foxtel",2019-11-28,04:54:44Z,1556,4,42,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'Tests', ""Kerry O'Keeffe"", 'promo']",False
mR5rpXYCX7Q,"Skull gold | Every ball live, all in one place on Foxtel",2019-11-28,21:00:09Z,1006,0,19,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'skull', 'promo', 'foxtel', 'every ball']",False
LC8mypqJtO8,"Laughing with Kerry | Every ball live, all in one place on Foxtel",2019-11-29,21:00:02Z,1693,0,19,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', ""Kerry O'Keeffe"", 'Skull', 'promo', 'Foxtel']",False
Lxy-SD-yjbg,Fox Rover v Flying Fox - who will win?,2019-12-01,23:32:09Z,12120,16,328,"['fox cricket', 'cricket', 'fox sports aus', 'fox sports australia', 'fox rover', 'foxy rover', 'flying fox', 'innovation', 'tv']",False
SNHdQTiuAwo,The Midnight Snack | Summer of Spin,2019-12-01,21:23:52Z,28054,11,448,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'bbl', 'big bash', 'big bash league', 'wbbl', 'Tests', 'ODI', 'ODIs']",False
bR69UyNwYkc,Take a tour through the Australian dressing rooms,2019-12-03,22:19:13Z,923125,487,16036,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'bbl', 'big bash', 'big bash league', 'wbbl', 'Tests', 'ODI', 'ODIs', 'Adelaide Oval', 'Inside Access', 'Behind the Scenes']",False
dbos3FyH7o4,Kirby Short WBBL 05 trophy acceptance speech,2019-12-09,00:54:36Z,1364,2,31,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'bbl', 'big bash', 'big bash league', 'wbbl', 'Tests', 'ODI', 'ODIs', 'Kirby Short', 'Final', 'Speech']",False
ZDte2hqbjFs,The word for the Brisbane Heat is 'brave' | The Blast,2019-12-09,00:50:30Z,940,1,21,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'bbl', 'big bash', 'big bash league', 'wbbl', 'Tests', 'ODI', 'ODIs', 'The Blast', 'Brisbane Heat']",False
ryD7R2GZ6zI,Mark Howard explains Perth's drop-in pitch,2019-12-12,05:01:22Z,32734,19,543,"['australia', 'ausvnz', 'new zealand', 'mark howard', 'cricket', 'fox cricket']",False
MPHeXuWn3II,Optus Stadium food recall | The Big Break,2019-12-15,09:27:29Z,13625,15,272,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'Tests', 'food recall', 'Optus Stadium', 'Perth Stadium', 'the big break', 'skull', 'mark howard', 'michael vaughan']",False
BkfCx8jf2VM,Do you see a lot of KOK in SOK? | The Night Watchmen,2019-12-22,05:28:59Z,100016,28,1274,[],False
3-N7EluQ_pE,Shane Warne and Merv Hughes go on a Maccas Run | Summer of Spin,2019-12-24,08:14:38Z,24905,15,460,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'bbl', 'big bash', 'big bash league', 'wbbl', 'Tests', 'ODI', 'ODIs']",False
Z8DCO3YPwAM,Dale Steyn unwinds with a day at Urban Surf | The Big Break,2019-12-27,02:23:28Z,9330,9,230,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'bbl', 'big bash', 'big bash league', 'wbbl', 'Tests', 'ODI', 'ODIs']",False
hLldTJApR4s,Marcus Stoinis and Adam Zampa chat bromances | The Night Watchmen,2019-12-30,02:45:29Z,691220,406,11402,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'bbl', 'big bash', 'big bash league', 'wbbl', 'Tests', 'ODI', 'ODIs', 'adam zampa', 'marcus stoinis', 'shane warne']",False
Kk1P_91DaBI,Leg Spin Masterclass with Shane Warne and Rashid Khan | The Big Break,2019-12-30,00:19:58Z,6649671,3508,117980,"['Australia', 'New Zealand', 'rashid khan', 'cricket', 'fox cricket', 'shane warne', 'leg spin', 'masterclass', 'leg spin masterclass']",False
pmIOrr25pOc,The Brett Lee Beamer Challenge | The Night Watchmen,2020-01-02,04:43:40Z,185287,50,2077,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'bbl', 'big bash', 'big bash league', 'wbbl', 'Tests', 'ODI', 'ODIs']",False
en7EwdZ_YO8,Billy Birmingham on how the 12th Man started | Cricket Legends,2020-01-02,04:48:19Z,11073,5,130,"['billy birmingham', '12th man', 'fox cricket', 'cricket', 'cricket legends', 'crash craddock', 'comedy', 'bill lawry', 'richie benaud']",False
NtE4LUINKkM,Marsh and Boon take young Warnie to the pub | Summer of Spin,2020-01-05,02:30:02Z,31285,13,571,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'bbl', 'big bash', 'big bash league', 'wbbl', 'Tests', 'ODI', 'ODIs']",False
fGCmCQLk044,Stories from the Grassroots Cricket Fund | The Cricket Tragic,2020-01-10,23:00:06Z,5098,4,128,"['BBL', 'BBL09', 'Big Bash', 'T20', 'Cricket']",False
SB3VMRHGNT0,Inside The Willows Cricket Club NZ | The Cricket Tragic,2020-01-12,05:30:01Z,44138,59,925,"['BBL', 'BBL09', 'Big Bash', 'T20', 'Cricket']",False
-1Qj6HhaKhk,The Shane Warne Baked Beans Myth-Busted | Summer of Spin,2020-01-14,21:29:20Z,21455,15,402,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'bbl', 'big bash', 'big bash league', 'wbbl', 'Tests', 'ODI', 'ODIs']",False
MO7U-MpPPVU,Billy Birmingham on working with Merv Hughes and John Farnham | Cricket Legends,2020-01-27,22:00:05Z,3999,5,62,"['billy birmingham', 'merv hughes', 'john farnham', '12th man', 'cricket legends', 'cricket', 'fox cricket', 'jimmy barnes']",False
INlRRZ8xdgQ,The Women's Game in India | Cricket Empire | Part 5,2020-01-29,01:53:08Z,3327,7,101,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'bbl', 'big bash', 'big bash league', 'wbbl', 'Tests', 'ODI', 'ODIs', 'cricket empire', 'india', ""women's cricket""]",False
X5HuOifc35g,Jammu and Kashmir - cricketing frontier | Cricket Empire | Part 6,2020-01-29,22:00:10Z,11289,32,371,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'bbl', 'big bash', 'big bash league', 'wbbl', 'Tests', 'ODI', 'ODIs']",False
tu0Egbpio3U,The Bhadohi Academy | Cricket Empire | Part 7,2020-01-30,22:00:15Z,6621,11,171,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'bbl', 'big bash', 'big bash league', 'wbbl', 'Tests', 'ODI', 'ODIs', 'cricket empire', 'india', 'Bhadohi Academy']",False
dscLHsdxScY,Shane Warne the rockstar? | Summer of Spin,2020-02-06,13:06:17Z,18308,7,409,"['Melbourne Stars', 'Sydney Thunder', 'BBL', 'BBL09', 'Big Bash', 'T20', 'Cricket', 'Melbourne Stars vs. Sydney Thunder']",False
pSoeKQitUmI,Getting the call up to represent Australia | Fox Cricket Features,2020-02-24,23:07:54Z,9602,6,203,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'bbl', 'big bash', 'big bash league', 'wbbl', 'Tests', 'ODI', 'ODIs', 'Ellyse Perry', 'Beth Moondey', 'Delissa Kimmince', 'Erin Burns', 'Meg Lanning', 'Alyssa Healy']",False
D3iGNcEbjDI,Introducing FOXW | Dedicated women's sport pop-up channel,2020-03-01,11:30:12Z,1468,2,45,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'bbl', 'big bash', 'big bash league', 'wbbl', 'Tests', 'ODI', 'ODIs']",False
6hQZYtmsuSI,Ellyse Perry breaks the news on her WBBL future | The Blast,2020-05-01,02:54:02Z,6997,14,192,"['fox cricket', 'cricket', 'fox sports australia', 'australia', 'aus', 'fox sports aus', 'bbl', 'big bash', 'big bash league', 'wbbl', 'Tests', 'ODI', 'ODIs']",False
